origen,destino,salida_utc,llegada_utc,capacidad,asignado,residual
"SGAS","LOWW","2025-09-17T13:26:00Z","2025-09-18T04:07:00Z",300,0,300
"OAKB","SLLP","2025-09-17T07:54:00Z","2025-09-18T04:08:00Z",320,0,320
"OSDI","SCEL","2025-09-17T10:26:00Z","2025-09-18T04:08:00Z",320,0,320
"SPIM","OYSN","2025-09-17T09:58:00Z","2025-09-18T04:08:00Z",320,0,320
"SPIM","EBCI","2025-09-17T13:07:00Z","2025-09-18T04:11:00Z",320,0,320
"UBBB","UMMS","2025-09-18T00:26:00Z","2025-09-18T04:12:00Z",300,0,300
"LATI","OSDI","2025-09-18T00:02:00Z","2025-09-18T04:13:00Z",360,0,360
"OSDI","EKCH","2025-09-17T23:21:00Z","2025-09-18T04:13:00Z",340,0,340
"SEQM","VIDP","2025-09-17T06:12:00Z","2025-09-18T04:13:00Z",320,0,320
"SVMI","OERK","2025-09-17T12:28:00Z","2025-09-18T04:13:00Z",320,0,320
"EDDI","SABE","2025-09-17T12:25:00Z","2025-09-18T04:14:00Z",340,0,340
"OOMS","LKPR","2025-09-17T20:10:00Z","2025-09-18T04:15:00Z",320,0,320
"SEQM","LKPR","2025-09-17T14:29:00Z","2025-09-18T04:15:00Z",320,0,320
"SVMI","SKBO","2025-09-18T01:52:00Z","2025-09-18T04:15:00Z",360,0,360
"OAKB","SKBO","2025-09-17T09:18:00Z","2025-09-18T04:16:00Z",320,0,320
"SLLP","VIDP","2025-09-17T06:55:00Z","2025-09-18T04:16:00Z",320,0,320
"OMDB","OAKB","2025-09-18T00:11:00Z","2025-09-18T04:17:00Z",320,0,320
"OYSN","UMMS","2025-09-17T21:41:00Z","2025-09-18T04:17:00Z",340,0,340
"VIDP","EHAM","2025-09-17T18:10:00Z","2025-09-18T04:17:00Z",360,0,360
"SKBO","SGAS","2025-09-17T22:38:00Z","2025-09-18T04:18:00Z",340,0,340
"EDDI","LATI","2025-09-18T01:41:00Z","2025-09-18T04:19:00Z",320,0,320
"LBSF","UBBB","2025-09-18T00:28:00Z","2025-09-18T04:19:00Z",320,0,320
"LDZA","SPIM","2025-09-17T12:15:00Z","2025-09-18T04:19:00Z",300,0,300
"OJAI","LKPR","2025-09-17T23:53:00Z","2025-09-18T04:19:00Z",320,0,320
"UMMS","SPIM","2025-09-17T11:08:00Z","2025-09-18T04:19:00Z",340,0,340
"EKCH","EBCI","2025-09-18T02:22:00Z","2025-09-18T04:20:00Z",340,0,340
"OAKB","EBCI","2025-09-17T20:28:00Z","2025-09-18T04:20:00Z",320,0,320
"SVMI","LOWW","2025-09-17T16:32:00Z","2025-09-18T04:20:00Z",320,0,320
"EDDI","EHAM","2025-09-18T02:35:00Z","2025-09-18T04:21:00Z",340,0,340
"LOWW","LATI","2025-09-18T01:20:00Z","2025-09-18T04:21:00Z",300,0,300
"OJAI","EBCI","2025-09-17T22:10:00Z","2025-09-18T04:21:00Z",360,0,360
"SKBO","OAKB","2025-09-17T09:24:00Z","2025-09-18T04:22:00Z",300,0,300
"UMMS","LATI","2025-09-18T01:30:00Z","2025-09-18T04:22:00Z",320,0,320
"LKPR","OSDI","2025-09-17T23:06:00Z","2025-09-18T04:23:00Z",340,0,340
"LKPR","SBBR","2025-09-17T15:37:00Z","2025-09-18T04:23:00Z",360,0,360
"OERK","OAKB","2025-09-17T23:16:00Z","2025-09-18T04:23:00Z",340,0,340
"OSDI","VIDP","2025-09-17T22:27:00Z","2025-09-18T04:24:00Z",360,0,360
"OERK","LKPR","2025-09-17T21:24:00Z","2025-09-18T04:25:00Z",320,0,320
"OSDI","LKPR","2025-09-17T23:08:00Z","2025-09-18T04:25:00Z",300,0,300
"SLLP","SGAS","2025-09-18T01:31:00Z","2025-09-18T04:25:00Z",360,0,360
"SVMI","LKPR","2025-09-17T16:52:00Z","2025-09-18T04:29:00Z",360,0,360
"EBCI","EDDI","2025-09-18T02:41:00Z","2025-09-18T04:31:00Z",360,0,360
"LOWW","OERK","2025-09-17T22:48:00Z","2025-09-18T04:31:00Z",340,0,340
"EKCH","EDDI","2025-09-18T02:07:00Z","2025-09-18T04:32:00Z",340,0,340
"OJAI","LDZA","2025-09-18T00:41:00Z","2025-09-18T04:32:00Z",300,0,300
"LDZA","EBCI","2025-09-18T01:14:00Z","2025-09-18T04:33:00Z",300,0,300
"SABE","OAKB","2025-09-17T07:27:00Z","2025-09-18T04:33:00Z",360,0,360
"SVMI","EDDI","2025-09-17T16:01:00Z","2025-09-18T04:33:00Z",320,0,320
"LDZA","LATI","2025-09-18T02:56:00Z","2025-09-18T04:34:00Z",340,0,340
"LKPR","SUAA","2025-09-17T12:59:00Z","2025-09-18T04:34:00Z",360,0,360
"UBBB","EHAM","2025-09-17T22:53:00Z","2025-09-18T04:34:00Z",340,0,340
"EKCH","SCEL","2025-09-17T11:53:00Z","2025-09-18T04:35:00Z",340,0,340
"EHAM","OMDB","2025-09-17T20:03:00Z","2025-09-18T04:36:00Z",360,0,360
"OMDB","SLLP","2025-09-17T09:57:00Z","2025-09-18T04:36:00Z",340,0,340
"OPKC","UMMS","2025-09-17T21:50:00Z","2025-09-18T04:36:00Z",340,0,340
"SPIM","LKPR","2025-09-17T13:39:00Z","2025-09-18T04:36:00Z",340,0,340
"LBSF","LKPR","2025-09-18T01:12:00Z","2025-09-18T04:37:00Z",360,0,360
"EDDI","LKPR","2025-09-18T02:21:00Z","2025-09-18T04:38:00Z",360,0,360
"OPKC","EKCH","2025-09-17T19:33:00Z","2025-09-18T04:38:00Z",340,0,340
"UMMS","SABE","2025-09-17T11:39:00Z","2025-09-18T04:38:00Z",300,0,300
"SLLP","OERK","2025-09-17T10:09:00Z","2025-09-18T04:39:00Z",300,0,300
"OMDB","OOMS","2025-09-18T02:13:00Z","2025-09-18T04:41:00Z",320,0,320
"OSDI","SGAS","2025-09-17T12:55:00Z","2025-09-18T04:41:00Z",300,0,300
"SKBO","UBBB","2025-09-17T11:57:00Z","2025-09-18T04:41:00Z",320,0,320
"EKCH","SKBO","2025-09-17T15:54:00Z","2025-09-18T04:42:00Z",320,0,320
"SCEL","SKBO","2025-09-17T21:30:00Z","2025-09-18T04:42:00Z",340,0,340
"SUAA","UMMS","2025-09-17T11:52:00Z","2025-09-18T04:42:00Z",360,0,360
"VIDP","OYSN","2025-09-17T22:04:00Z","2025-09-18T04:42:00Z",300,0,300
"EDDI","OJAI","2025-09-17T23:01:00Z","2025-09-18T04:43:00Z",340,0,340
"EDDI","SEQM","2025-09-17T14:03:00Z","2025-09-18T04:43:00Z",320,0,320
"LATI","SVMI","2025-09-17T15:34:00Z","2025-09-18T04:43:00Z",300,0,300
"OERK","SPIM","2025-09-17T09:16:00Z","2025-09-18T04:43:00Z",360,0,360
"SBBR","OMDB","2025-09-17T12:46:00Z","2025-09-18T04:43:00Z",300,0,300
"EBCI","OERK","2025-09-17T21:56:00Z","2025-09-18T04:45:00Z",340,0,340
"LBSF","OSDI","2025-09-18T01:51:00Z","2025-09-18T04:45:00Z",340,0,340
"SEQM","UBBB","2025-09-17T10:14:00Z","2025-09-18T04:45:00Z",340,0,340
"SLLP","OMDB","2025-09-17T09:06:00Z","2025-09-18T04:45:00Z",300,0,300
"VIDP","SPIM","2025-09-17T05:39:00Z","2025-09-18T04:45:00Z",300,0,300
"LBSF","SVMI","2025-09-17T15:13:00Z","2025-09-18T04:46:00Z",300,0,300
"VIDP","OJAI","2025-09-17T21:41:00Z","2025-09-18T04:47:00Z",360,0,360
"SCEL","SEQM","2025-09-17T22:04:00Z","2025-09-18T04:48:00Z",340,0,340
"EDDI","SPIM","2025-09-17T13:55:00Z","2025-09-18T04:49:00Z",360,0,360
"LDZA","SGAS","2025-09-17T13:20:00Z","2025-09-18T04:49:00Z",360,0,360
"SUAA","SVMI","2025-09-17T20:32:00Z","2025-09-18T04:49:00Z",360,0,360
"LOWW","LBSF","2025-09-18T01:45:00Z","2025-09-18T04:50:00Z",320,0,320
"UBBB","EBCI","2025-09-17T22:10:00Z","2025-09-18T04:50:00Z",340,0,340
"OMDB","OSDI","2025-09-18T00:18:00Z","2025-09-18T04:52:00Z",360,0,360
"OSDI","LDZA","2025-09-18T00:08:00Z","2025-09-18T04:52:00Z",360,0,360
"OYSN","SPIM","2025-09-17T09:42:00Z","2025-09-18T04:52:00Z",300,0,300
"SKBO","OERK","2025-09-17T10:45:00Z","2025-09-18T04:52:00Z",360,0,360
"LBSF","SUAA","2025-09-17T12:13:00Z","2025-09-18T04:53:00Z",300,0,300
"OJAI","LOWW","2025-09-17T23:46:00Z","2025-09-18T04:53:00Z",360,0,360
"SABE","OSDI","2025-09-17T11:24:00Z","2025-09-18T04:53:00Z",340,0,340
"SBBR","SCEL","2025-09-17T23:02:00Z","2025-09-18T04:53:00Z",300,0,300
"SEQM","UMMS","2025-09-17T13:58:00Z","2025-09-18T04:53:00Z",360,0,360
"SABE","OMDB","2025-09-17T09:50:00Z","2025-09-18T04:54:00Z",340,0,340
"SPIM","SUAA","2025-09-17T22:51:00Z","2025-09-18T04:55:00Z",360,0,360
"EHAM","OERK","2025-09-17T21:01:00Z","2025-09-18T04:56:00Z",300,0,300
"LATI","LDZA","2025-09-18T02:18:00Z","2025-09-18T04:56:00Z",340,0,340
"LOWW","SUAA","2025-09-17T12:22:00Z","2025-09-18T04:56:00Z",320,0,320
"OJAI","SPIM","2025-09-17T10:52:00Z","2025-09-18T04:56:00Z",360,0,360
"SPIM","SABE","2025-09-17T23:02:00Z","2025-09-18T04:56:00Z",340,0,340
"OMDB","EDDI","2025-09-17T21:08:00Z","2025-09-18T04:57:00Z",340,0,340
"OOMS","SPIM","2025-09-17T07:57:00Z","2025-09-18T04:57:00Z",300,0,300
"OSDI","SPIM","2025-09-17T10:46:00Z","2025-09-18T04:57:00Z",320,0,320
"LBSF","EBCI","2025-09-18T00:49:00Z","2025-09-18T04:58:00Z",300,0,300
"UMMS","OSDI","2025-09-18T00:04:00Z","2025-09-18T04:58:00Z",320,0,320
"LBSF","LOWW","2025-09-18T01:54:00Z","2025-09-18T04:59:00Z",360,0,360
"SBBR","SABE","2025-09-18T01:01:00Z","2025-09-18T05:00:00Z",300,0,300
"EHAM","SUAA","2025-09-17T13:56:00Z","2025-09-18T05:01:00Z",340,0,340
"OERK","SBBR","2025-09-17T14:13:00Z","2025-09-18T05:01:00Z",360,0,360
"SABE","OOMS","2025-09-17T10:44:00Z","2025-09-18T05:01:00Z",340,0,340
"OOMS","VIDP","2025-09-18T01:33:00Z","2025-09-18T05:02:00Z",340,0,340
"LKPR","UBBB","2025-09-18T00:17:00Z","2025-09-18T05:03:00Z",320,0,320
"OPKC","EDDI","2025-09-17T21:09:00Z","2025-09-18T05:03:00Z",320,0,320
"OAKB","UBBB","2025-09-18T01:48:00Z","2025-09-18T05:04:00Z",320,0,320
"EHAM","VIDP","2025-09-17T19:58:00Z","2025-09-18T05:05:00Z",340,0,340
"OERK","UBBB","2025-09-18T01:48:00Z","2025-09-18T05:05:00Z",300,0,300
"OYSN","LATI","2025-09-17T23:21:00Z","2025-09-18T05:05:00Z",300,0,300
"SLLP","LOWW","2025-09-17T14:24:00Z","2025-09-18T05:05:00Z",300,0,300
"LOWW","SVMI","2025-09-17T17:18:00Z","2025-09-18T05:06:00Z",320,0,320
"UBBB","LATI","2025-09-18T00:49:00Z","2025-09-18T05:06:00Z",300,0,300
"LDZA","OPKC","2025-09-17T21:41:00Z","2025-09-18T05:07:00Z",320,0,320
"LBSF","EKCH","2025-09-18T01:04:00Z","2025-09-18T05:08:00Z",340,0,340
"OYSN","OAKB","2025-09-17T23:01:00Z","2025-09-18T05:08:00Z",300,0,300
"LATI","UMMS","2025-09-18T02:17:00Z","2025-09-18T05:09:00Z",340,0,340
"LDZA","SKBO","2025-09-17T15:59:00Z","2025-09-18T05:10:00Z",360,0,360
"EKCH","SLLP","2025-09-17T14:33:00Z","2025-09-18T05:11:00Z",340,0,340
"UMMS","EKCH","2025-09-18T02:51:00Z","2025-09-18T05:11:00Z",340,0,340
"LATI","OMDB","2025-09-17T23:28:00Z","2025-09-18T05:12:00Z",360,0,360
"LBSF","OYSN","2025-09-17T23:41:00Z","2025-09-18T05:13:00Z",360,0,360
"LKPR","EHAM","2025-09-18T03:18:00Z","2025-09-18T05:13:00Z",300,0,300
"SUAA","OSDI","2025-09-17T12:57:00Z","2025-09-18T05:13:00Z",340,0,340
"LBSF","OAKB","2025-09-17T22:08:00Z","2025-09-18T05:15:00Z",300,0,300
"EBCI","LKPR","2025-09-18T03:23:00Z","2025-09-18T05:16:00Z",300,0,300
"SLLP","OSDI","2025-09-17T12:52:00Z","2025-09-18T05:17:00Z",320,0,320
"EDDI","OAKB","2025-09-17T21:14:00Z","2025-09-18T05:18:00Z",320,0,320
"OMDB","LKPR","2025-09-17T22:42:00Z","2025-09-18T05:19:00Z",300,0,300
"SCEL","OYSN","2025-09-17T11:48:00Z","2025-09-18T05:19:00Z",320,0,320
"UMMS","OAKB","2025-09-17T23:29:00Z","2025-09-18T05:19:00Z",320,0,320
"OJAI","OPKC","2025-09-17T23:16:00Z","2025-09-18T05:20:00Z",340,0,340
"OPKC","SEQM","2025-09-17T08:58:00Z","2025-09-18T05:20:00Z",300,0,300
"OYSN","SGAS","2025-09-17T13:30:00Z","2025-09-18T05:20:00Z",360,0,360
"SEQM","LATI","2025-09-17T14:01:00Z","2025-09-18T05:20:00Z",300,0,300
"LBSF","SLLP","2025-09-17T13:11:00Z","2025-09-18T05:21:00Z",320,0,320
"OAKB","SVMI","2025-09-17T11:45:00Z","2025-09-18T05:21:00Z",360,0,360
"OJAI","VIDP","2025-09-17T22:15:00Z","2025-09-18T05:21:00Z",300,0,300
"EDDI","LOWW","2025-09-18T03:45:00Z","2025-09-18T05:22:00Z",320,0,320
"EHAM","SPIM","2025-09-17T14:13:00Z","2025-09-18T05:22:00Z",320,0,320
"OJAI","SLLP","2025-09-17T12:07:00Z","2025-09-18T05:22:00Z",360,0,360
"EDDI","OPKC","2025-09-17T21:30:00Z","2025-09-18T05:24:00Z",320,0,320
"LKPR","OAKB","2025-09-17T22:25:00Z","2025-09-18T05:24:00Z",360,0,360
"OOMS","LATI","2025-09-17T22:12:00Z","2025-09-18T05:24:00Z",340,0,340
"SPIM","SBBR","2025-09-17T23:19:00Z","2025-09-18T05:24:00Z",340,0,340
"SCEL","OOMS","2025-09-17T09:46:00Z","2025-09-18T05:26:00Z",360,0,360
"UMMS","OERK","2025-09-17T23:58:00Z","2025-09-18T05:26:00Z",320,0,320
"UMMS","SEQM","2025-09-17T14:31:00Z","2025-09-18T05:26:00Z",340,0,340
"SCEL","OSDI","2025-09-17T11:45:00Z","2025-09-18T05:27:00Z",340,0,340
"OERK","SKBO","2025-09-17T11:22:00Z","2025-09-18T05:29:00Z",340,0,340
"OAKB","UMMS","2025-09-17T23:40:00Z","2025-09-18T05:30:00Z",320,0,320
"SLLP","OOMS","2025-09-17T09:30:00Z","2025-09-18T05:31:00Z",360,0,360
"VIDP","LATI","2025-09-17T21:43:00Z","2025-09-18T05:31:00Z",320,0,320
"LKPR","OPKC","2025-09-17T21:47:00Z","2025-09-18T05:32:00Z",360,0,360
"OYSN","SEQM","2025-09-17T11:39:00Z","2025-09-18T05:32:00Z",300,0,300
"SLLP","SVMI","2025-09-18T00:54:00Z","2025-09-18T05:32:00Z",320,0,320
"SUAA","SCEL","2025-09-18T02:55:00Z","2025-09-18T05:33:00Z",360,0,360
"OPKC","SKBO","2025-09-17T09:00:00Z","2025-09-18T05:35:00Z",320,0,320
"SABE","SPIM","2025-09-18T00:41:00Z","2025-09-18T05:35:00Z",300,0,300
"VIDP","EBCI","2025-09-17T19:26:00Z","2025-09-18T05:35:00Z",360,0,360
"OOMS","SUAA","2025-09-17T10:33:00Z","2025-09-18T05:36:00Z",320,0,320
"OSDI","OOMS","2025-09-18T00:34:00Z","2025-09-18T05:36:00Z",320,0,320
"SGAS","LBSF","2025-09-17T14:41:00Z","2025-09-18T05:36:00Z",320,0,320
"LKPR","SCEL","2025-09-17T12:04:00Z","2025-09-18T05:37:00Z",320,0,320
"LATI","EHAM","2025-09-18T01:32:00Z","2025-09-18T05:38:00Z",340,0,340
"SPIM","SCEL","2025-09-18T00:34:00Z","2025-09-18T05:38:00Z",300,0,300
"OERK","OJAI","2025-09-18T02:59:00Z","2025-09-18T05:39:00Z",320,0,320
"SUAA","OPKC","2025-09-17T09:30:00Z","2025-09-18T05:39:00Z",360,0,360
"OPKC","SCEL","2025-09-17T08:53:00Z","2025-09-18T05:40:00Z",300,0,300
"OYSN","EDDI","2025-09-17T21:27:00Z","2025-09-18T05:40:00Z",360,0,360
"EDDI","LBSF","2025-09-18T02:01:00Z","2025-09-18T05:42:00Z",360,0,360
"OAKB","EKCH","2025-09-17T21:32:00Z","2025-09-18T05:42:00Z",300,0,300
"OERK","LOWW","2025-09-17T23:59:00Z","2025-09-18T05:42:00Z",300,0,300
"SBBR","EHAM","2025-09-17T16:30:00Z","2025-09-18T05:43:00Z",320,0,320
"SBBR","OJAI","2025-09-17T15:59:00Z","2025-09-18T05:43:00Z",340,0,340
"SUAA","SPIM","2025-09-17T23:39:00Z","2025-09-18T05:43:00Z",300,0,300
"UBBB","VIDP","2025-09-18T00:12:00Z","2025-09-18T05:43:00Z",300,0,300
"VIDP","LOWW","2025-09-17T20:39:00Z","2025-09-18T05:43:00Z",340,0,340
"SCEL","SLLP","2025-09-18T01:21:00Z","2025-09-18T05:44:00Z",360,0,360
"EBCI","LBSF","2025-09-18T01:36:00Z","2025-09-18T05:45:00Z",340,0,340
"OYSN","EKCH","2025-09-17T21:11:00Z","2025-09-18T05:45:00Z",360,0,360
"EBCI","SGAS","2025-09-17T15:51:00Z","2025-09-18T05:46:00Z",300,0,300
"LOWW","EDDI","2025-09-18T03:09:00Z","2025-09-18T05:46:00Z",360,0,360
"UBBB","SKBO","2025-09-17T12:02:00Z","2025-09-18T05:46:00Z",300,0,300
"VIDP","UBBB","2025-09-18T00:15:00Z","2025-09-18T05:46:00Z",360,0,360
"LOWW","EBCI","2025-09-18T02:39:00Z","2025-09-18T05:47:00Z",320,0,320
"LOWW","UBBB","2025-09-18T00:13:00Z","2025-09-18T05:47:00Z",360,0,360
"SKBO","LKPR","2025-09-17T16:48:00Z","2025-09-18T05:47:00Z",360,0,360
"SEQM","SGAS","2025-09-17T23:18:00Z","2025-09-18T05:48:00Z",360,0,360
"LBSF","OOMS","2025-09-17T23:58:00Z","2025-09-18T05:49:00Z",340,0,340
"OMDB","LATI","2025-09-17T23:05:00Z","2025-09-18T05:49:00Z",340,0,340
"SVMI","EBCI","2025-09-17T18:06:00Z","2025-09-18T05:49:00Z",340,0,340
"LDZA","LBSF","2025-09-18T03:01:00Z","2025-09-18T05:50:00Z",320,0,320
"OMDB","UBBB","2025-09-18T01:40:00Z","2025-09-18T05:50:00Z",340,0,340
"SPIM","SEQM","2025-09-18T02:09:00Z","2025-09-18T05:50:00Z",320,0,320
"SGAS","EDDI","2025-09-17T14:07:00Z","2025-09-18T05:51:00Z",340,0,340
"SUAA","EHAM","2025-09-17T13:46:00Z","2025-09-18T05:51:00Z",300,0,300
"LKPR","OERK","2025-09-17T22:51:00Z","2025-09-18T05:52:00Z",360,0,360
"SGAS","SVMI","2025-09-17T22:50:00Z","2025-09-18T05:52:00Z",300,0,300
"UBBB","LKPR","2025-09-18T00:06:00Z","2025-09-18T05:52:00Z",360,0,360
"UBBB","SLLP","2025-09-17T10:53:00Z","2025-09-18T05:53:00Z",300,0,300
"LBSF","OERK","2025-09-18T00:14:00Z","2025-09-18T05:54:00Z",300,0,300
"SBBR","SEQM","2025-09-17T23:11:00Z","2025-09-18T05:57:00Z",300,0,300
"SABE","UBBB","2025-09-17T10:41:00Z","2025-09-18T05:59:00Z",360,0,360
"OOMS","OAKB","2025-09-18T02:58:00Z","2025-09-18T06:00:00Z",360,0,360
"SEQM","SVMI","2025-09-18T02:50:00Z","2025-09-18T06:00:00Z",320,0,320
"SGAS","SLLP","2025-09-18T03:06:00Z","2025-09-18T06:00:00Z",320,0,320
"UMMS","SBBR","2025-09-17T15:59:00Z","2025-09-18T06:01:00Z",340,0,340
"EBCI","LDZA","2025-09-18T03:43:00Z","2025-09-18T06:02:00Z",340,0,340
"EKCH","OERK","2025-09-17T23:28:00Z","2025-09-18T06:02:00Z",340,0,340
"OJAI","EHAM","2025-09-18T00:43:00Z","2025-09-18T06:02:00Z",360,0,360
"EDDI","LDZA","2025-09-18T03:03:00Z","2025-09-18T06:04:00Z",360,0,360
"OERK","LATI","2025-09-18T01:08:00Z","2025-09-18T06:04:00Z",300,0,300
"SABE","LKPR","2025-09-17T14:21:00Z","2025-09-18T06:04:00Z",340,0,340
"SGAS","UBBB","2025-09-17T12:31:00Z","2025-09-18T06:04:00Z",340,0,340
"EHAM","OMDB","2025-09-17T22:32:00Z","2025-09-18T06:05:00Z",340,0,340
"EBCI","OSDI","2025-09-18T00:03:00Z","2025-09-18T06:06:00Z",320,0,320
"LKPR","SPIM","2025-09-17T15:09:00Z","2025-09-18T06:06:00Z",300,0,300
"LOWW","SABE","2025-09-17T14:23:00Z","2025-09-18T06:06:00Z",320,0,320
"LBSF","OMDB","2025-09-18T00:44:00Z","2025-09-18T06:07:00Z",340,0,340
"SVMI","OSDI","2025-09-17T15:55:00Z","2025-09-18T06:07:00Z",340,0,340
"LBSF","SPIM","2025-09-17T14:24:00Z","2025-09-18T06:08:00Z",320,0,320
"OYSN","SVMI","2025-09-17T14:16:00Z","2025-09-18T06:08:00Z",320,0,320
"SGAS","OERK","2025-09-17T13:37:00Z","2025-09-18T06:08:00Z",340,0,340
"SUAA","SGAS","2025-09-18T03:55:00Z","2025-09-18T06:10:00Z",340,0,340
"LATI","OYSN","2025-09-18T00:28:00Z","2025-09-18T06:12:00Z",300,0,300
"SLLP","SPIM","2025-09-18T03:52:00Z","2025-09-18T06:12:00Z",340,0,340
"EHAM","SGAS","2025-09-17T15:08:00Z","2025-09-18T06:13:00Z",340,0,340
"LBSF","SKBO","2025-09-17T16:17:00Z","2025-09-18T06:13:00Z",300,0,300
"VIDP","OERK","2025-09-18T01:18:00Z","2025-09-18T06:13:00Z",360,0,360
"SGAS","EKCH","2025-09-17T15:22:00Z","2025-09-18T06:14:00Z",300,0,300
"SGAS","OSDI","2025-09-17T14:28:00Z","2025-09-18T06:14:00Z",340,0,340
"EBCI","OAKB","2025-09-17T22:23:00Z","2025-09-18T06:15:00Z",360,0,360
"SEQM","EDDI","2025-09-17T16:35:00Z","2025-09-18T06:15:00Z",340,0,340
"SEQM","OJAI","2025-09-17T13:57:00Z","2025-09-18T06:16:00Z",340,0,340
"UBBB","OPKC","2025-09-18T01:16:00Z","2025-09-18T06:16:00Z",340,0,340
"EDDI","OPKC","2025-09-17T22:23:00Z","2025-09-18T06:17:00Z",340,0,340
"LOWW","LKPR","2025-09-18T04:57:00Z","2025-09-18T06:17:00Z",300,0,300
"OJAI","SUAA","2025-09-17T13:16:00Z","2025-09-18T06:18:00Z",360,0,360
"UMMS","LOWW","2025-09-18T03:02:00Z","2025-09-18T06:18:00Z",340,0,340
"UMMS","LKPR","2025-09-18T03:02:00Z","2025-09-18T06:19:00Z",340,0,340
"OMDB","EKCH","2025-09-17T22:17:00Z","2025-09-18T06:21:00Z",300,0,300
"SUAA","LATI","2025-09-17T14:08:00Z","2025-09-18T06:22:00Z",340,0,340
"LOWW","SEQM","2025-09-17T16:26:00Z","2025-09-18T06:23:00Z",320,0,320
"UBBB","OMDB","2025-09-18T02:13:00Z","2025-09-18T06:23:00Z",360,0,360
"OERK","SLLP","2025-09-17T12:54:00Z","2025-09-18T06:24:00Z",320,0,320
"OOMS","SCEL","2025-09-17T10:44:00Z","2025-09-18T06:24:00Z",320,0,320
"SVMI","SGAS","2025-09-17T23:22:00Z","2025-09-18T06:24:00Z",320,0,320
"UMMS","SGAS","2025-09-17T14:27:00Z","2025-09-18T06:24:00Z",340,0,340
"OPKC","VIDP","2025-09-18T03:03:00Z","2025-09-18T06:25:00Z",340,0,340
"SKBO","LDZA","2025-09-17T16:14:00Z","2025-09-18T06:25:00Z",300,0,300
"EKCH","SVMI","2025-09-17T18:57:00Z","2025-09-18T06:26:00Z",340,0,340
"OPKC","EHAM","2025-09-17T21:46:00Z","2025-09-18T06:26:00Z",300,0,300
"UMMS","LATI","2025-09-18T03:34:00Z","2025-09-18T06:26:00Z",320,0,320
"VIDP","SEQM","2025-09-17T08:25:00Z","2025-09-18T06:26:00Z",360,0,360
"LKPR","SBBR","2025-09-17T17:41:00Z","2025-09-18T06:27:00Z",320,0,320
"SBBR","LKPR","2025-09-17T17:41:00Z","2025-09-18T06:27:00Z",300,0,300
"SKBO","SLLP","2025-09-18T02:33:00Z","2025-09-18T06:28:00Z",360,0,360
"OERK","SABE","2025-09-17T13:30:00Z","2025-09-18T06:29:00Z",360,0,360
"SPIM","VIDP","2025-09-17T07:23:00Z","2025-09-18T06:29:00Z",360,0,360
"LKPR","LOWW","2025-09-18T04:11:00Z","2025-09-18T06:31:00Z",360,0,360
"LOWW","OOMS","2025-09-17T23:43:00Z","2025-09-18T06:32:00Z",320,0,320
"SBBR","SKBO","2025-09-18T00:57:00Z","2025-09-18T06:32:00Z",360,0,360
"UBBB","SUAA","2025-09-17T11:26:00Z","2025-09-18T06:32:00Z",300,0,300
"OMDB","SABE","2025-09-17T11:30:00Z","2025-09-18T06:34:00Z",340,0,340
"SPIM","LBSF","2025-09-17T14:51:00Z","2025-09-18T06:35:00Z",340,0,340
"UMMS","LDZA","2025-09-18T03:02:00Z","2025-09-18T06:35:00Z",320,0,320
"UMMS","UBBB","2025-09-18T02:49:00Z","2025-09-18T06:35:00Z",340,0,340
"OAKB","SPIM","2025-09-17T09:44:00Z","2025-09-18T06:36:00Z",340,0,340
"SGAS","UMMS","2025-09-17T14:39:00Z","2025-09-18T06:36:00Z",320,0,320
"SABE","VIDP","2025-09-17T09:52:00Z","2025-09-18T06:37:00Z",300,0,300
"SEQM","LDZA","2025-09-17T16:38:00Z","2025-09-18T06:37:00Z",340,0,340
"OAKB","SABE","2025-09-17T09:33:00Z","2025-09-18T06:39:00Z",320,0,320
"OERK","LBSF","2025-09-18T01:59:00Z","2025-09-18T06:39:00Z",340,0,340
"OPKC","UBBB","2025-09-18T01:39:00Z","2025-09-18T06:39:00Z",300,0,300
"VIDP","SABE","2025-09-17T09:54:00Z","2025-09-18T06:39:00Z",300,0,300
"EDDI","SKBO","2025-09-17T17:47:00Z","2025-09-18T06:40:00Z",340,0,340
"OPKC","SABE","2025-09-17T10:17:00Z","2025-09-18T06:40:00Z",360,0,360
"EBCI","OOMS","2025-09-17T22:44:00Z","2025-09-18T06:41:00Z",360,0,360
"LKPR","SABE","2025-09-17T14:58:00Z","2025-09-18T06:41:00Z",320,0,320
"OSDI","LOWW","2025-09-18T02:43:00Z","2025-09-18T06:41:00Z",300,0,300
"SLLP","OOMS","2025-09-17T10:40:00Z","2025-09-18T06:41:00Z",300,0,300
"SVMI","LATI","2025-09-17T17:32:00Z","2025-09-18T06:41:00Z",320,0,320
"OAKB","LBSF","2025-09-17T23:35:00Z","2025-09-18T06:42:00Z",320,0,320
"VIDP","EKCH","2025-09-17T21:18:00Z","2025-09-18T06:44:00Z",300,0,300
"LDZA","SUAA","2025-09-17T14:26:00Z","2025-09-18T06:45:00Z",360,0,360
"OJAI","LBSF","2025-09-18T02:43:00Z","2025-09-18T06:45:00Z",360,0,360
"SUAA","EBCI","2025-09-17T15:52:00Z","2025-09-18T06:45:00Z",360,0,360
"EHAM","SCEL","2025-09-17T14:51:00Z","2025-09-18T06:46:00Z",360,0,360
